,drive_view,control
69,./dataset/210126_07-25-00_data/imgs/drive_view68.jpg,W
70,./dataset/210126_07-25-00_data/imgs/drive_view69.jpg,
71,./dataset/210126_07-25-00_data/imgs/drive_view70.jpg,
72,./dataset/210126_07-25-00_data/imgs/drive_view71.jpg,
73,./dataset/210126_07-25-00_data/imgs/drive_view72.jpg,
74,./dataset/210126_07-25-00_data/imgs/drive_view73.jpg,
75,./dataset/210126_07-25-00_data/imgs/drive_view74.jpg,
76,./dataset/210126_07-25-00_data/imgs/drive_view75.jpg,
77,./dataset/210126_07-25-00_data/imgs/drive_view76.jpg,
78,./dataset/210126_07-25-00_data/imgs/drive_view77.jpg,
79,./dataset/210126_07-25-00_data/imgs/drive_view78.jpg,
80,./dataset/210126_07-25-00_data/imgs/drive_view79.jpg,
81,./dataset/210126_07-25-00_data/imgs/drive_view80.jpg,
82,./dataset/210126_07-25-00_data/imgs/drive_view81.jpg,
83,./dataset/210126_07-25-00_data/imgs/drive_view82.jpg,
84,./dataset/210126_07-25-00_data/imgs/drive_view83.jpg,
85,./dataset/210126_07-25-00_data/imgs/drive_view84.jpg,
86,./dataset/210126_07-25-00_data/imgs/drive_view85.jpg,
87,./dataset/210126_07-25-00_data/imgs/drive_view86.jpg,
88,./dataset/210126_07-25-00_data/imgs/drive_view87.jpg,
89,./dataset/210126_07-25-00_data/imgs/drive_view88.jpg,
90,./dataset/210126_07-25-00_data/imgs/drive_view89.jpg,
91,./dataset/210126_07-25-00_data/imgs/drive_view90.jpg,
92,./dataset/210126_07-25-00_data/imgs/drive_view91.jpg,
93,./dataset/210126_07-25-00_data/imgs/drive_view92.jpg,
94,./dataset/210126_07-25-00_data/imgs/drive_view93.jpg,
95,./dataset/210126_07-25-00_data/imgs/drive_view94.jpg,
96,./dataset/210126_07-25-00_data/imgs/drive_view95.jpg,
97,./dataset/210126_07-25-00_data/imgs/drive_view96.jpg,
98,./dataset/210126_07-25-00_data/imgs/drive_view97.jpg,
99,./dataset/210126_07-25-00_data/imgs/drive_view98.jpg,
100,./dataset/210126_07-25-00_data/imgs/drive_view99.jpg,
101,./dataset/210126_07-25-00_data/imgs/drive_view100.jpg,
102,./dataset/210126_07-25-00_data/imgs/drive_view101.jpg,
103,./dataset/210126_07-25-00_data/imgs/drive_view102.jpg,
104,./dataset/210126_07-25-00_data/imgs/drive_view103.jpg,
105,./dataset/210126_07-25-00_data/imgs/drive_view104.jpg,
106,./dataset/210126_07-25-00_data/imgs/drive_view105.jpg,
107,./dataset/210126_07-25-00_data/imgs/drive_view106.jpg,
108,./dataset/210126_07-25-00_data/imgs/drive_view107.jpg,
109,./dataset/210126_07-25-00_data/imgs/drive_view108.jpg,
110,./dataset/210126_07-25-00_data/imgs/drive_view109.jpg,
111,./dataset/210126_07-25-00_data/imgs/drive_view110.jpg,
112,./dataset/210126_07-25-00_data/imgs/drive_view111.jpg,
113,./dataset/210126_07-25-00_data/imgs/drive_view112.jpg,
114,./dataset/210126_07-25-00_data/imgs/drive_view113.jpg,
115,./dataset/210126_07-25-00_data/imgs/drive_view114.jpg,
116,./dataset/210126_07-25-00_data/imgs/drive_view115.jpg,
117,./dataset/210126_07-25-00_data/imgs/drive_view116.jpg,
118,./dataset/210126_07-25-00_data/imgs/drive_view117.jpg,
119,./dataset/210126_07-25-00_data/imgs/drive_view118.jpg,
120,./dataset/210126_07-25-00_data/imgs/drive_view119.jpg,
121,./dataset/210126_07-25-00_data/imgs/drive_view120.jpg,
122,./dataset/210126_07-25-00_data/imgs/drive_view121.jpg,
123,./dataset/210126_07-25-00_data/imgs/drive_view122.jpg,
124,./dataset/210126_07-25-00_data/imgs/drive_view123.jpg,
125,./dataset/210126_07-25-00_data/imgs/drive_view124.jpg,
126,./dataset/210126_07-25-00_data/imgs/drive_view125.jpg,
127,./dataset/210126_07-25-00_data/imgs/drive_view126.jpg,
128,./dataset/210126_07-25-00_data/imgs/drive_view127.jpg,
129,./dataset/210126_07-25-00_data/imgs/drive_view128.jpg,
130,./dataset/210126_07-25-00_data/imgs/drive_view129.jpg,
131,./dataset/210126_07-25-00_data/imgs/drive_view130.jpg,
132,./dataset/210126_07-25-00_data/imgs/drive_view131.jpg,
133,./dataset/210126_07-25-00_data/imgs/drive_view132.jpg,
134,./dataset/210126_07-25-00_data/imgs/drive_view133.jpg,S
135,./dataset/210126_07-25-00_data/imgs/drive_view134.jpg,S
136,./dataset/210126_07-25-00_data/imgs/drive_view135.jpg,
137,./dataset/210126_07-25-00_data/imgs/drive_view136.jpg,
138,./dataset/210126_07-25-00_data/imgs/drive_view137.jpg,W
139,./dataset/210126_07-25-00_data/imgs/drive_view138.jpg,W
140,./dataset/210126_07-25-00_data/imgs/drive_view139.jpg,W
141,./dataset/210126_07-25-00_data/imgs/drive_view140.jpg,W
142,./dataset/210126_07-25-00_data/imgs/drive_view141.jpg,W
143,./dataset/210126_07-25-00_data/imgs/drive_view142.jpg,W
144,./dataset/210126_07-25-00_data/imgs/drive_view143.jpg,W
145,./dataset/210126_07-25-00_data/imgs/drive_view144.jpg,D
146,./dataset/210126_07-25-00_data/imgs/drive_view145.jpg,D
147,./dataset/210126_07-25-00_data/imgs/drive_view146.jpg,W
148,./dataset/210126_07-25-00_data/imgs/drive_view147.jpg,W
149,./dataset/210126_07-25-00_data/imgs/drive_view148.jpg,W
150,./dataset/210126_07-25-00_data/imgs/drive_view149.jpg,W
151,./dataset/210126_07-25-00_data/imgs/drive_view150.jpg,W
152,./dataset/210126_07-25-00_data/imgs/drive_view151.jpg,W
153,./dataset/210126_07-25-00_data/imgs/drive_view152.jpg,W
154,./dataset/210126_07-25-00_data/imgs/drive_view153.jpg,W
155,./dataset/210126_07-25-00_data/imgs/drive_view154.jpg,W
156,./dataset/210126_07-25-00_data/imgs/drive_view155.jpg,D
157,./dataset/210126_07-25-00_data/imgs/drive_view156.jpg,D
158,./dataset/210126_07-25-00_data/imgs/drive_view157.jpg,D
159,./dataset/210126_07-25-00_data/imgs/drive_view158.jpg,
160,./dataset/210126_07-25-00_data/imgs/drive_view159.jpg,
161,./dataset/210126_07-25-00_data/imgs/drive_view160.jpg,
162,./dataset/210126_07-25-00_data/imgs/drive_view161.jpg,D
163,./dataset/210126_07-25-00_data/imgs/drive_view162.jpg,D
164,./dataset/210126_07-25-00_data/imgs/drive_view163.jpg,D
165,./dataset/210126_07-25-00_data/imgs/drive_view164.jpg,
166,./dataset/210126_07-25-00_data/imgs/drive_view165.jpg,
167,./dataset/210126_07-25-00_data/imgs/drive_view166.jpg,
168,./dataset/210126_07-25-00_data/imgs/drive_view167.jpg,
169,./dataset/210126_07-25-00_data/imgs/drive_view168.jpg,
170,./dataset/210126_07-25-00_data/imgs/drive_view169.jpg,W
171,./dataset/210126_07-25-00_data/imgs/drive_view170.jpg,W
172,./dataset/210126_07-25-00_data/imgs/drive_view171.jpg,W
173,./dataset/210126_07-25-00_data/imgs/drive_view172.jpg,W
174,./dataset/210126_07-25-00_data/imgs/drive_view173.jpg,W
175,./dataset/210126_07-25-00_data/imgs/drive_view174.jpg,W
176,./dataset/210126_07-25-00_data/imgs/drive_view175.jpg,W
177,./dataset/210126_07-25-00_data/imgs/drive_view176.jpg,W
178,./dataset/210126_07-25-00_data/imgs/drive_view177.jpg,
179,./dataset/210126_07-25-00_data/imgs/drive_view178.jpg,
180,./dataset/210126_07-25-00_data/imgs/drive_view179.jpg,
181,./dataset/210126_07-25-00_data/imgs/drive_view180.jpg,
182,./dataset/210126_07-25-00_data/imgs/drive_view181.jpg,
183,./dataset/210126_07-25-00_data/imgs/drive_view182.jpg,W
184,./dataset/210126_07-25-00_data/imgs/drive_view183.jpg,W
185,./dataset/210126_07-25-00_data/imgs/drive_view184.jpg,W
186,./dataset/210126_07-25-00_data/imgs/drive_view185.jpg,W
187,./dataset/210126_07-25-00_data/imgs/drive_view186.jpg,W
188,./dataset/210126_07-25-00_data/imgs/drive_view187.jpg,W
189,./dataset/210126_07-25-00_data/imgs/drive_view188.jpg,W
190,./dataset/210126_07-25-00_data/imgs/drive_view189.jpg,D
191,./dataset/210126_07-25-00_data/imgs/drive_view190.jpg,D
192,./dataset/210126_07-25-00_data/imgs/drive_view191.jpg,D
193,./dataset/210126_07-25-00_data/imgs/drive_view192.jpg,W
194,./dataset/210126_07-25-00_data/imgs/drive_view193.jpg,
195,./dataset/210126_07-25-00_data/imgs/drive_view194.jpg,
196,./dataset/210126_07-25-00_data/imgs/drive_view195.jpg,
197,./dataset/210126_07-25-00_data/imgs/drive_view196.jpg,D
198,./dataset/210126_07-25-00_data/imgs/drive_view197.jpg,D
199,./dataset/210126_07-25-00_data/imgs/drive_view198.jpg,D
200,./dataset/210126_07-25-00_data/imgs/drive_view199.jpg,D
201,./dataset/210126_07-25-00_data/imgs/drive_view200.jpg,D
202,./dataset/210126_07-25-00_data/imgs/drive_view201.jpg,D
203,./dataset/210126_07-25-00_data/imgs/drive_view202.jpg,D
204,./dataset/210126_07-25-00_data/imgs/drive_view203.jpg,D
205,./dataset/210126_07-25-00_data/imgs/drive_view204.jpg,D
206,./dataset/210126_07-25-00_data/imgs/drive_view205.jpg,D
207,./dataset/210126_07-25-00_data/imgs/drive_view206.jpg,D
208,./dataset/210126_07-25-00_data/imgs/drive_view207.jpg,D
209,./dataset/210126_07-25-00_data/imgs/drive_view208.jpg,D
210,./dataset/210126_07-25-00_data/imgs/drive_view209.jpg,D
211,./dataset/210126_07-25-00_data/imgs/drive_view210.jpg,W
212,./dataset/210126_07-25-00_data/imgs/drive_view211.jpg,
213,./dataset/210126_07-25-00_data/imgs/drive_view212.jpg,
214,./dataset/210126_07-25-00_data/imgs/drive_view213.jpg,
215,./dataset/210126_07-25-00_data/imgs/drive_view214.jpg,
216,./dataset/210126_07-25-00_data/imgs/drive_view215.jpg,
217,./dataset/210126_07-25-00_data/imgs/drive_view216.jpg,W
218,./dataset/210126_07-25-00_data/imgs/drive_view217.jpg,W
219,./dataset/210126_07-25-00_data/imgs/drive_view218.jpg,W
220,./dataset/210126_07-25-00_data/imgs/drive_view219.jpg,W
221,./dataset/210126_07-25-00_data/imgs/drive_view220.jpg,W
222,./dataset/210126_07-25-00_data/imgs/drive_view221.jpg,W
223,./dataset/210126_07-25-00_data/imgs/drive_view222.jpg,W
224,./dataset/210126_07-25-00_data/imgs/drive_view223.jpg,W
225,./dataset/210126_07-25-00_data/imgs/drive_view224.jpg,D
226,./dataset/210126_07-25-00_data/imgs/drive_view225.jpg,D
227,./dataset/210126_07-25-00_data/imgs/drive_view226.jpg,D
228,./dataset/210126_07-25-00_data/imgs/drive_view227.jpg,W
229,./dataset/210126_07-25-00_data/imgs/drive_view228.jpg,W
230,./dataset/210126_07-25-00_data/imgs/drive_view229.jpg,W
231,./dataset/210126_07-25-00_data/imgs/drive_view230.jpg,W
232,./dataset/210126_07-25-00_data/imgs/drive_view231.jpg,D
233,./dataset/210126_07-25-00_data/imgs/drive_view232.jpg,D
234,./dataset/210126_07-25-00_data/imgs/drive_view233.jpg,D
235,./dataset/210126_07-25-00_data/imgs/drive_view234.jpg,W
236,./dataset/210126_07-25-00_data/imgs/drive_view235.jpg,W
237,./dataset/210126_07-25-00_data/imgs/drive_view236.jpg,W
238,./dataset/210126_07-25-00_data/imgs/drive_view237.jpg,W
239,./dataset/210126_07-25-00_data/imgs/drive_view238.jpg,W
240,./dataset/210126_07-25-00_data/imgs/drive_view239.jpg,W
241,./dataset/210126_07-25-00_data/imgs/drive_view240.jpg,W
242,./dataset/210126_07-25-00_data/imgs/drive_view241.jpg,W
243,./dataset/210126_07-25-00_data/imgs/drive_view242.jpg,W
244,./dataset/210126_07-25-00_data/imgs/drive_view243.jpg,W
245,./dataset/210126_07-25-00_data/imgs/drive_view244.jpg,W
246,./dataset/210126_07-25-00_data/imgs/drive_view245.jpg,W
247,./dataset/210126_07-25-00_data/imgs/drive_view246.jpg,W
248,./dataset/210126_07-25-00_data/imgs/drive_view247.jpg,W
249,./dataset/210126_07-25-00_data/imgs/drive_view248.jpg,W
250,./dataset/210126_07-25-00_data/imgs/drive_view249.jpg,W
251,./dataset/210126_07-25-00_data/imgs/drive_view250.jpg,W
252,./dataset/210126_07-25-00_data/imgs/drive_view251.jpg,W
253,./dataset/210126_07-25-00_data/imgs/drive_view252.jpg,W
254,./dataset/210126_07-25-00_data/imgs/drive_view253.jpg,W
255,./dataset/210126_07-25-00_data/imgs/drive_view254.jpg,W
256,./dataset/210126_07-25-00_data/imgs/drive_view255.jpg,W
257,./dataset/210126_07-25-00_data/imgs/drive_view256.jpg,W
258,./dataset/210126_07-25-00_data/imgs/drive_view257.jpg,D
259,./dataset/210126_07-25-00_data/imgs/drive_view258.jpg,D
260,./dataset/210126_07-25-00_data/imgs/drive_view259.jpg,W
261,./dataset/210126_07-25-00_data/imgs/drive_view260.jpg,W
262,./dataset/210126_07-25-00_data/imgs/drive_view261.jpg,W
263,./dataset/210126_07-25-00_data/imgs/drive_view262.jpg,W
264,./dataset/210126_07-25-00_data/imgs/drive_view263.jpg,W
265,./dataset/210126_07-25-00_data/imgs/drive_view264.jpg,W
266,./dataset/210126_07-25-00_data/imgs/drive_view265.jpg,W
267,./dataset/210126_07-25-00_data/imgs/drive_view266.jpg,W
268,./dataset/210126_07-25-00_data/imgs/drive_view267.jpg,W
269,./dataset/210126_07-25-00_data/imgs/drive_view268.jpg,W
270,./dataset/210126_07-25-00_data/imgs/drive_view269.jpg,D
271,./dataset/210126_07-25-00_data/imgs/drive_view270.jpg,D
272,./dataset/210126_07-25-00_data/imgs/drive_view271.jpg,D
273,./dataset/210126_07-25-00_data/imgs/drive_view272.jpg,
274,./dataset/210126_07-25-00_data/imgs/drive_view273.jpg,
275,./dataset/210126_07-25-00_data/imgs/drive_view274.jpg,
276,./dataset/210126_07-25-00_data/imgs/drive_view275.jpg,
277,./dataset/210126_07-25-00_data/imgs/drive_view276.jpg,S
278,./dataset/210126_07-25-00_data/imgs/drive_view277.jpg,S
279,./dataset/210126_07-25-00_data/imgs/drive_view278.jpg,S
280,./dataset/210126_07-25-00_data/imgs/drive_view279.jpg,S
281,./dataset/210126_07-25-00_data/imgs/drive_view280.jpg,S
282,./dataset/210126_07-25-00_data/imgs/drive_view281.jpg,S
283,./dataset/210126_07-25-00_data/imgs/drive_view282.jpg,S
284,./dataset/210126_07-25-00_data/imgs/drive_view283.jpg,S
285,./dataset/210126_07-25-00_data/imgs/drive_view284.jpg,S
286,./dataset/210126_07-25-00_data/imgs/drive_view285.jpg,
287,./dataset/210126_07-25-00_data/imgs/drive_view286.jpg,
288,./dataset/210126_07-25-00_data/imgs/drive_view287.jpg,
289,./dataset/210126_07-25-00_data/imgs/drive_view288.jpg,W
290,./dataset/210126_07-25-00_data/imgs/drive_view289.jpg,W
291,./dataset/210126_07-25-00_data/imgs/drive_view290.jpg,W
292,./dataset/210126_07-25-00_data/imgs/drive_view291.jpg,W
293,./dataset/210126_07-25-00_data/imgs/drive_view292.jpg,W
294,./dataset/210126_07-25-00_data/imgs/drive_view293.jpg,W
295,./dataset/210126_07-25-00_data/imgs/drive_view294.jpg,W
296,./dataset/210126_07-25-00_data/imgs/drive_view295.jpg,A
297,./dataset/210126_07-25-00_data/imgs/drive_view296.jpg,A
298,./dataset/210126_07-25-00_data/imgs/drive_view297.jpg,A
299,./dataset/210126_07-25-00_data/imgs/drive_view298.jpg,W
300,./dataset/210126_07-25-00_data/imgs/drive_view299.jpg,W
301,./dataset/210126_07-25-00_data/imgs/drive_view300.jpg,W
302,./dataset/210126_07-25-00_data/imgs/drive_view301.jpg,W
303,./dataset/210126_07-25-00_data/imgs/drive_view302.jpg,W
304,./dataset/210126_07-25-00_data/imgs/drive_view303.jpg,W
305,./dataset/210126_07-25-00_data/imgs/drive_view304.jpg,A
306,./dataset/210126_07-25-00_data/imgs/drive_view305.jpg,A
307,./dataset/210126_07-25-00_data/imgs/drive_view306.jpg,A
308,./dataset/210126_07-25-00_data/imgs/drive_view307.jpg,W
309,./dataset/210126_07-25-00_data/imgs/drive_view308.jpg,W
310,./dataset/210126_07-25-00_data/imgs/drive_view309.jpg,W
311,./dataset/210126_07-25-00_data/imgs/drive_view310.jpg,W
312,./dataset/210126_07-25-00_data/imgs/drive_view311.jpg,W
313,./dataset/210126_07-25-00_data/imgs/drive_view312.jpg,A
314,./dataset/210126_07-25-00_data/imgs/drive_view313.jpg,A
315,./dataset/210126_07-25-00_data/imgs/drive_view314.jpg,A
316,./dataset/210126_07-25-00_data/imgs/drive_view315.jpg,W
317,./dataset/210126_07-25-00_data/imgs/drive_view316.jpg,W
318,./dataset/210126_07-25-00_data/imgs/drive_view317.jpg,W
319,./dataset/210126_07-25-00_data/imgs/drive_view318.jpg,W
320,./dataset/210126_07-25-00_data/imgs/drive_view319.jpg,W
321,./dataset/210126_07-25-00_data/imgs/drive_view320.jpg,W
322,./dataset/210126_07-25-00_data/imgs/drive_view321.jpg,W
323,./dataset/210126_07-25-00_data/imgs/drive_view322.jpg,W
324,./dataset/210126_07-25-00_data/imgs/drive_view323.jpg,W
325,./dataset/210126_07-25-00_data/imgs/drive_view324.jpg,W
326,./dataset/210126_07-25-00_data/imgs/drive_view325.jpg,W
327,./dataset/210126_07-25-00_data/imgs/drive_view326.jpg,W
328,./dataset/210126_07-25-00_data/imgs/drive_view327.jpg,A
329,./dataset/210126_07-25-00_data/imgs/drive_view328.jpg,A
330,./dataset/210126_07-25-00_data/imgs/drive_view329.jpg,A
331,./dataset/210126_07-25-00_data/imgs/drive_view330.jpg,W
332,./dataset/210126_07-25-00_data/imgs/drive_view331.jpg,W
333,./dataset/210126_07-25-00_data/imgs/drive_view332.jpg,W
334,./dataset/210126_07-25-00_data/imgs/drive_view333.jpg,W
335,./dataset/210126_07-25-00_data/imgs/drive_view334.jpg,W
336,./dataset/210126_07-25-00_data/imgs/drive_view335.jpg,W
337,./dataset/210126_07-25-00_data/imgs/drive_view336.jpg,W
338,./dataset/210126_07-25-00_data/imgs/drive_view337.jpg,D
339,./dataset/210126_07-25-00_data/imgs/drive_view338.jpg,D
340,./dataset/210126_07-25-00_data/imgs/drive_view339.jpg,D
341,./dataset/210126_07-25-00_data/imgs/drive_view340.jpg,D
342,./dataset/210126_07-25-00_data/imgs/drive_view341.jpg,D
343,./dataset/210126_07-25-00_data/imgs/drive_view342.jpg,D
344,./dataset/210126_07-25-00_data/imgs/drive_view343.jpg,D
345,./dataset/210126_07-25-00_data/imgs/drive_view344.jpg,D
346,./dataset/210126_07-25-00_data/imgs/drive_view345.jpg,
347,./dataset/210126_07-25-00_data/imgs/drive_view346.jpg,
348,./dataset/210126_07-25-00_data/imgs/drive_view347.jpg,
349,./dataset/210126_07-25-00_data/imgs/drive_view348.jpg,
350,./dataset/210126_07-25-00_data/imgs/drive_view349.jpg,D
351,./dataset/210126_07-25-00_data/imgs/drive_view350.jpg,D
352,./dataset/210126_07-25-00_data/imgs/drive_view351.jpg,
353,./dataset/210126_07-25-00_data/imgs/drive_view352.jpg,
354,./dataset/210126_07-25-00_data/imgs/drive_view353.jpg,W
355,./dataset/210126_07-25-00_data/imgs/drive_view354.jpg,W
356,./dataset/210126_07-25-00_data/imgs/drive_view355.jpg,W
357,./dataset/210126_07-25-00_data/imgs/drive_view356.jpg,W
358,./dataset/210126_07-25-00_data/imgs/drive_view357.jpg,W
359,./dataset/210126_07-25-00_data/imgs/drive_view358.jpg,D
360,./dataset/210126_07-25-00_data/imgs/drive_view359.jpg,D
361,./dataset/210126_07-25-00_data/imgs/drive_view360.jpg,D
362,./dataset/210126_07-25-00_data/imgs/drive_view361.jpg,W
363,./dataset/210126_07-25-00_data/imgs/drive_view362.jpg,W
364,./dataset/210126_07-25-00_data/imgs/drive_view363.jpg,W
365,./dataset/210126_07-25-00_data/imgs/drive_view364.jpg,W
366,./dataset/210126_07-25-00_data/imgs/drive_view365.jpg,W
367,./dataset/210126_07-25-00_data/imgs/drive_view366.jpg,D
368,./dataset/210126_07-25-00_data/imgs/drive_view367.jpg,D
369,./dataset/210126_07-25-00_data/imgs/drive_view368.jpg,D
370,./dataset/210126_07-25-00_data/imgs/drive_view369.jpg,W
371,./dataset/210126_07-25-00_data/imgs/drive_view370.jpg,W
372,./dataset/210126_07-25-00_data/imgs/drive_view371.jpg,W
373,./dataset/210126_07-25-00_data/imgs/drive_view372.jpg,W
374,./dataset/210126_07-25-00_data/imgs/drive_view373.jpg,W
375,./dataset/210126_07-25-00_data/imgs/drive_view374.jpg,W
376,./dataset/210126_07-25-00_data/imgs/drive_view375.jpg,W
377,./dataset/210126_07-25-00_data/imgs/drive_view376.jpg,W
378,./dataset/210126_07-25-00_data/imgs/drive_view377.jpg,W
379,./dataset/210126_07-25-00_data/imgs/drive_view378.jpg,W
380,./dataset/210126_07-25-00_data/imgs/drive_view379.jpg,W
381,./dataset/210126_07-25-00_data/imgs/drive_view380.jpg,W
382,./dataset/210126_07-25-00_data/imgs/drive_view381.jpg,
383,./dataset/210126_07-25-00_data/imgs/drive_view382.jpg,
384,./dataset/210126_07-25-00_data/imgs/drive_view383.jpg,
385,./dataset/210126_07-25-00_data/imgs/drive_view384.jpg,
386,./dataset/210126_07-25-00_data/imgs/drive_view385.jpg,S
387,./dataset/210126_07-25-00_data/imgs/drive_view386.jpg,S
388,./dataset/210126_07-25-00_data/imgs/drive_view387.jpg,S
389,./dataset/210126_07-25-00_data/imgs/drive_view388.jpg,S
390,./dataset/210126_07-25-00_data/imgs/drive_view389.jpg,S
391,./dataset/210126_07-25-00_data/imgs/drive_view390.jpg,D
392,./dataset/210126_07-25-00_data/imgs/drive_view391.jpg,D
393,./dataset/210126_07-25-00_data/imgs/drive_view392.jpg,D
394,./dataset/210126_07-25-00_data/imgs/drive_view393.jpg,
395,./dataset/210126_07-25-00_data/imgs/drive_view394.jpg,
396,./dataset/210126_07-25-00_data/imgs/drive_view395.jpg,
397,./dataset/210126_07-25-00_data/imgs/drive_view396.jpg,
398,./dataset/210126_07-25-00_data/imgs/drive_view397.jpg,
399,./dataset/210126_07-25-00_data/imgs/drive_view398.jpg,
400,./dataset/210126_07-25-00_data/imgs/drive_view399.jpg,
401,./dataset/210126_07-25-00_data/imgs/drive_view400.jpg,W
402,./dataset/210126_07-25-00_data/imgs/drive_view401.jpg,W
403,./dataset/210126_07-25-00_data/imgs/drive_view402.jpg,W
404,./dataset/210126_07-25-00_data/imgs/drive_view403.jpg,W
405,./dataset/210126_07-25-00_data/imgs/drive_view404.jpg,A
406,./dataset/210126_07-25-00_data/imgs/drive_view405.jpg,A
407,./dataset/210126_07-25-00_data/imgs/drive_view406.jpg,A
408,./dataset/210126_07-25-00_data/imgs/drive_view407.jpg,A
409,./dataset/210126_07-25-00_data/imgs/drive_view408.jpg,S
410,./dataset/210126_07-25-00_data/imgs/drive_view409.jpg,S
411,./dataset/210126_07-25-00_data/imgs/drive_view410.jpg,S
412,./dataset/210126_07-25-00_data/imgs/drive_view411.jpg,S
413,./dataset/210126_07-25-00_data/imgs/drive_view412.jpg,S
414,./dataset/210126_07-25-00_data/imgs/drive_view413.jpg,S
415,./dataset/210126_07-25-00_data/imgs/drive_view414.jpg,S
