,drive_view,control
39,./dataset/210119_12-16-36_data/imgs/drive_view38.jpg,W
40,./dataset/210119_12-16-36_data/imgs/drive_view39.jpg,W
41,./dataset/210119_12-16-36_data/imgs/drive_view40.jpg,W
42,./dataset/210119_12-16-36_data/imgs/drive_view41.jpg,W
43,./dataset/210119_12-16-36_data/imgs/drive_view42.jpg,W
44,./dataset/210119_12-16-36_data/imgs/drive_view43.jpg,W
45,./dataset/210119_12-16-36_data/imgs/drive_view44.jpg,W
46,./dataset/210119_12-16-36_data/imgs/drive_view45.jpg,W
47,./dataset/210119_12-16-36_data/imgs/drive_view46.jpg,W
48,./dataset/210119_12-16-36_data/imgs/drive_view47.jpg,W
49,./dataset/210119_12-16-36_data/imgs/drive_view48.jpg,D
50,./dataset/210119_12-16-36_data/imgs/drive_view49.jpg,D
51,./dataset/210119_12-16-36_data/imgs/drive_view50.jpg,W
52,./dataset/210119_12-16-36_data/imgs/drive_view51.jpg,W
53,./dataset/210119_12-16-36_data/imgs/drive_view52.jpg,W
54,./dataset/210119_12-16-36_data/imgs/drive_view53.jpg,W
55,./dataset/210119_12-16-36_data/imgs/drive_view54.jpg,W
56,./dataset/210119_12-16-36_data/imgs/drive_view55.jpg,W
57,./dataset/210119_12-16-36_data/imgs/drive_view56.jpg,W
58,./dataset/210119_12-16-36_data/imgs/drive_view57.jpg,W
59,./dataset/210119_12-16-36_data/imgs/drive_view58.jpg,W
60,./dataset/210119_12-16-36_data/imgs/drive_view59.jpg,W
61,./dataset/210119_12-16-36_data/imgs/drive_view60.jpg,W
62,./dataset/210119_12-16-36_data/imgs/drive_view61.jpg,W
63,./dataset/210119_12-16-36_data/imgs/drive_view62.jpg,D
64,./dataset/210119_12-16-36_data/imgs/drive_view63.jpg,D
65,./dataset/210119_12-16-36_data/imgs/drive_view64.jpg,D
66,./dataset/210119_12-16-36_data/imgs/drive_view65.jpg,W
67,./dataset/210119_12-16-36_data/imgs/drive_view66.jpg,W
68,./dataset/210119_12-16-36_data/imgs/drive_view67.jpg,W
69,./dataset/210119_12-16-36_data/imgs/drive_view68.jpg,W
70,./dataset/210119_12-16-36_data/imgs/drive_view69.jpg,W
71,./dataset/210119_12-16-36_data/imgs/drive_view70.jpg,W
72,./dataset/210119_12-16-36_data/imgs/drive_view71.jpg,W
73,./dataset/210119_12-16-36_data/imgs/drive_view72.jpg,W
74,./dataset/210119_12-16-36_data/imgs/drive_view73.jpg,W
75,./dataset/210119_12-16-36_data/imgs/drive_view74.jpg,W
76,./dataset/210119_12-16-36_data/imgs/drive_view75.jpg,D
77,./dataset/210119_12-16-36_data/imgs/drive_view76.jpg,D
78,./dataset/210119_12-16-36_data/imgs/drive_view77.jpg,W
79,./dataset/210119_12-16-36_data/imgs/drive_view78.jpg,W
80,./dataset/210119_12-16-36_data/imgs/drive_view79.jpg,W
81,./dataset/210119_12-16-36_data/imgs/drive_view80.jpg,W
82,./dataset/210119_12-16-36_data/imgs/drive_view81.jpg,W
83,./dataset/210119_12-16-36_data/imgs/drive_view82.jpg,W
84,./dataset/210119_12-16-36_data/imgs/drive_view83.jpg,W
85,./dataset/210119_12-16-36_data/imgs/drive_view84.jpg,W
86,./dataset/210119_12-16-36_data/imgs/drive_view85.jpg,W
87,./dataset/210119_12-16-36_data/imgs/drive_view86.jpg,W
88,./dataset/210119_12-16-36_data/imgs/drive_view87.jpg,D
89,./dataset/210119_12-16-36_data/imgs/drive_view88.jpg,W
90,./dataset/210119_12-16-36_data/imgs/drive_view89.jpg,W
91,./dataset/210119_12-16-36_data/imgs/drive_view90.jpg,W
92,./dataset/210119_12-16-36_data/imgs/drive_view91.jpg,W
93,./dataset/210119_12-16-36_data/imgs/drive_view92.jpg,W
94,./dataset/210119_12-16-36_data/imgs/drive_view93.jpg,W
95,./dataset/210119_12-16-36_data/imgs/drive_view94.jpg,W
96,./dataset/210119_12-16-36_data/imgs/drive_view95.jpg,W
97,./dataset/210119_12-16-36_data/imgs/drive_view96.jpg,A
98,./dataset/210119_12-16-36_data/imgs/drive_view97.jpg,A
99,./dataset/210119_12-16-36_data/imgs/drive_view98.jpg,A
100,./dataset/210119_12-16-36_data/imgs/drive_view99.jpg,W
101,./dataset/210119_12-16-36_data/imgs/drive_view100.jpg,W
102,./dataset/210119_12-16-36_data/imgs/drive_view101.jpg,W
103,./dataset/210119_12-16-36_data/imgs/drive_view102.jpg,W
104,./dataset/210119_12-16-36_data/imgs/drive_view103.jpg,W
105,./dataset/210119_12-16-36_data/imgs/drive_view104.jpg,W
106,./dataset/210119_12-16-36_data/imgs/drive_view105.jpg,D
107,./dataset/210119_12-16-36_data/imgs/drive_view106.jpg,W
108,./dataset/210119_12-16-36_data/imgs/drive_view107.jpg,W
109,./dataset/210119_12-16-36_data/imgs/drive_view108.jpg,W
110,./dataset/210119_12-16-36_data/imgs/drive_view109.jpg,W
111,./dataset/210119_12-16-36_data/imgs/drive_view110.jpg,W
112,./dataset/210119_12-16-36_data/imgs/drive_view111.jpg,W
113,./dataset/210119_12-16-36_data/imgs/drive_view112.jpg,W
114,./dataset/210119_12-16-36_data/imgs/drive_view113.jpg,W
115,./dataset/210119_12-16-36_data/imgs/drive_view114.jpg,W
116,./dataset/210119_12-16-36_data/imgs/drive_view115.jpg,A
117,./dataset/210119_12-16-36_data/imgs/drive_view116.jpg,A
118,./dataset/210119_12-16-36_data/imgs/drive_view117.jpg,W
119,./dataset/210119_12-16-36_data/imgs/drive_view118.jpg,W
120,./dataset/210119_12-16-36_data/imgs/drive_view119.jpg,W
121,./dataset/210119_12-16-36_data/imgs/drive_view120.jpg,W
122,./dataset/210119_12-16-36_data/imgs/drive_view121.jpg,W
123,./dataset/210119_12-16-36_data/imgs/drive_view122.jpg,W
124,./dataset/210119_12-16-36_data/imgs/drive_view123.jpg,W
125,./dataset/210119_12-16-36_data/imgs/drive_view124.jpg,W
126,./dataset/210119_12-16-36_data/imgs/drive_view125.jpg,W
127,./dataset/210119_12-16-36_data/imgs/drive_view126.jpg,W
128,./dataset/210119_12-16-36_data/imgs/drive_view127.jpg,W
129,./dataset/210119_12-16-36_data/imgs/drive_view128.jpg,W
130,./dataset/210119_12-16-36_data/imgs/drive_view129.jpg,W
131,./dataset/210119_12-16-36_data/imgs/drive_view130.jpg,W
132,./dataset/210119_12-16-36_data/imgs/drive_view131.jpg,W
133,./dataset/210119_12-16-36_data/imgs/drive_view132.jpg,W
134,./dataset/210119_12-16-36_data/imgs/drive_view133.jpg,W
135,./dataset/210119_12-16-36_data/imgs/drive_view134.jpg,W
136,./dataset/210119_12-16-36_data/imgs/drive_view135.jpg,D
137,./dataset/210119_12-16-36_data/imgs/drive_view136.jpg,D
138,./dataset/210119_12-16-36_data/imgs/drive_view137.jpg,W
139,./dataset/210119_12-16-36_data/imgs/drive_view138.jpg,W
140,./dataset/210119_12-16-36_data/imgs/drive_view139.jpg,W
141,./dataset/210119_12-16-36_data/imgs/drive_view140.jpg,W
142,./dataset/210119_12-16-36_data/imgs/drive_view141.jpg,W
143,./dataset/210119_12-16-36_data/imgs/drive_view142.jpg,W
144,./dataset/210119_12-16-36_data/imgs/drive_view143.jpg,W
145,./dataset/210119_12-16-36_data/imgs/drive_view144.jpg,A
146,./dataset/210119_12-16-36_data/imgs/drive_view145.jpg,W
147,./dataset/210119_12-16-36_data/imgs/drive_view146.jpg,W
148,./dataset/210119_12-16-36_data/imgs/drive_view147.jpg,W
149,./dataset/210119_12-16-36_data/imgs/drive_view148.jpg,W
150,./dataset/210119_12-16-36_data/imgs/drive_view149.jpg,W
151,./dataset/210119_12-16-36_data/imgs/drive_view150.jpg,W
152,./dataset/210119_12-16-36_data/imgs/drive_view151.jpg,W
153,./dataset/210119_12-16-36_data/imgs/drive_view152.jpg,
154,./dataset/210119_12-16-36_data/imgs/drive_view153.jpg,
155,./dataset/210119_12-16-36_data/imgs/drive_view154.jpg,S
156,./dataset/210119_12-16-36_data/imgs/drive_view155.jpg,S
157,./dataset/210119_12-16-36_data/imgs/drive_view156.jpg,S
158,./dataset/210119_12-16-36_data/imgs/drive_view157.jpg,S
159,./dataset/210119_12-16-36_data/imgs/drive_view158.jpg,S
160,./dataset/210119_12-16-36_data/imgs/drive_view159.jpg,S
161,./dataset/210119_12-16-36_data/imgs/drive_view160.jpg,S
162,./dataset/210119_12-16-36_data/imgs/drive_view161.jpg,S
163,./dataset/210119_12-16-36_data/imgs/drive_view162.jpg,S
164,./dataset/210119_12-16-36_data/imgs/drive_view163.jpg,S
165,./dataset/210119_12-16-36_data/imgs/drive_view164.jpg,S
166,./dataset/210119_12-16-36_data/imgs/drive_view165.jpg,S
167,./dataset/210119_12-16-36_data/imgs/drive_view166.jpg,S
168,./dataset/210119_12-16-36_data/imgs/drive_view167.jpg,S
169,./dataset/210119_12-16-36_data/imgs/drive_view168.jpg,S
170,./dataset/210119_12-16-36_data/imgs/drive_view169.jpg,
171,./dataset/210119_12-16-36_data/imgs/drive_view170.jpg,
172,./dataset/210119_12-16-36_data/imgs/drive_view171.jpg,
173,./dataset/210119_12-16-36_data/imgs/drive_view172.jpg,W
174,./dataset/210119_12-16-36_data/imgs/drive_view173.jpg,W
175,./dataset/210119_12-16-36_data/imgs/drive_view174.jpg,W
176,./dataset/210119_12-16-36_data/imgs/drive_view175.jpg,W
177,./dataset/210119_12-16-36_data/imgs/drive_view176.jpg,
178,./dataset/210119_12-16-36_data/imgs/drive_view177.jpg,
179,./dataset/210119_12-16-36_data/imgs/drive_view178.jpg,
180,./dataset/210119_12-16-36_data/imgs/drive_view179.jpg,
181,./dataset/210119_12-16-36_data/imgs/drive_view180.jpg,
182,./dataset/210119_12-16-36_data/imgs/drive_view181.jpg,W
183,./dataset/210119_12-16-36_data/imgs/drive_view182.jpg,A
184,./dataset/210119_12-16-36_data/imgs/drive_view183.jpg,A
185,./dataset/210119_12-16-36_data/imgs/drive_view184.jpg,W
186,./dataset/210119_12-16-36_data/imgs/drive_view185.jpg,
187,./dataset/210119_12-16-36_data/imgs/drive_view186.jpg,
188,./dataset/210119_12-16-36_data/imgs/drive_view187.jpg,
189,./dataset/210119_12-16-36_data/imgs/drive_view188.jpg,W
190,./dataset/210119_12-16-36_data/imgs/drive_view189.jpg,A
191,./dataset/210119_12-16-36_data/imgs/drive_view190.jpg,A
192,./dataset/210119_12-16-36_data/imgs/drive_view191.jpg,
193,./dataset/210119_12-16-36_data/imgs/drive_view192.jpg,
194,./dataset/210119_12-16-36_data/imgs/drive_view193.jpg,
195,./dataset/210119_12-16-36_data/imgs/drive_view194.jpg,
196,./dataset/210119_12-16-36_data/imgs/drive_view195.jpg,
197,./dataset/210119_12-16-36_data/imgs/drive_view196.jpg,
198,./dataset/210119_12-16-36_data/imgs/drive_view197.jpg,
199,./dataset/210119_12-16-36_data/imgs/drive_view198.jpg,
200,./dataset/210119_12-16-36_data/imgs/drive_view199.jpg,
201,./dataset/210119_12-16-36_data/imgs/drive_view200.jpg,A
202,./dataset/210119_12-16-36_data/imgs/drive_view201.jpg,A
203,./dataset/210119_12-16-36_data/imgs/drive_view202.jpg,W
204,./dataset/210119_12-16-36_data/imgs/drive_view203.jpg,
205,./dataset/210119_12-16-36_data/imgs/drive_view204.jpg,
206,./dataset/210119_12-16-36_data/imgs/drive_view205.jpg,
207,./dataset/210119_12-16-36_data/imgs/drive_view206.jpg,
208,./dataset/210119_12-16-36_data/imgs/drive_view207.jpg,
209,./dataset/210119_12-16-36_data/imgs/drive_view208.jpg,
210,./dataset/210119_12-16-36_data/imgs/drive_view209.jpg,
211,./dataset/210119_12-16-36_data/imgs/drive_view210.jpg,
212,./dataset/210119_12-16-36_data/imgs/drive_view211.jpg,W
213,./dataset/210119_12-16-36_data/imgs/drive_view212.jpg,W
214,./dataset/210119_12-16-36_data/imgs/drive_view213.jpg,W
215,./dataset/210119_12-16-36_data/imgs/drive_view214.jpg,W
216,./dataset/210119_12-16-36_data/imgs/drive_view215.jpg,
217,./dataset/210119_12-16-36_data/imgs/drive_view216.jpg,
218,./dataset/210119_12-16-36_data/imgs/drive_view217.jpg,W
219,./dataset/210119_12-16-36_data/imgs/drive_view218.jpg,W
220,./dataset/210119_12-16-36_data/imgs/drive_view219.jpg,W
221,./dataset/210119_12-16-36_data/imgs/drive_view220.jpg,
222,./dataset/210119_12-16-36_data/imgs/drive_view221.jpg,W
223,./dataset/210119_12-16-36_data/imgs/drive_view222.jpg,W
224,./dataset/210119_12-16-36_data/imgs/drive_view223.jpg,
225,./dataset/210119_12-16-36_data/imgs/drive_view224.jpg,W
226,./dataset/210119_12-16-36_data/imgs/drive_view225.jpg,W
227,./dataset/210119_12-16-36_data/imgs/drive_view226.jpg,W
228,./dataset/210119_12-16-36_data/imgs/drive_view227.jpg,W
229,./dataset/210119_12-16-36_data/imgs/drive_view228.jpg,W
230,./dataset/210119_12-16-36_data/imgs/drive_view229.jpg,W
231,./dataset/210119_12-16-36_data/imgs/drive_view230.jpg,W
232,./dataset/210119_12-16-36_data/imgs/drive_view231.jpg,W
233,./dataset/210119_12-16-36_data/imgs/drive_view232.jpg,W
234,./dataset/210119_12-16-36_data/imgs/drive_view233.jpg,W
235,./dataset/210119_12-16-36_data/imgs/drive_view234.jpg,W
236,./dataset/210119_12-16-36_data/imgs/drive_view235.jpg,W
237,./dataset/210119_12-16-36_data/imgs/drive_view236.jpg,W
238,./dataset/210119_12-16-36_data/imgs/drive_view237.jpg,W
239,./dataset/210119_12-16-36_data/imgs/drive_view238.jpg,W
240,./dataset/210119_12-16-36_data/imgs/drive_view239.jpg,W
241,./dataset/210119_12-16-36_data/imgs/drive_view240.jpg,W
242,./dataset/210119_12-16-36_data/imgs/drive_view241.jpg,A
243,./dataset/210119_12-16-36_data/imgs/drive_view242.jpg,A
244,./dataset/210119_12-16-36_data/imgs/drive_view243.jpg,W
245,./dataset/210119_12-16-36_data/imgs/drive_view244.jpg,
246,./dataset/210119_12-16-36_data/imgs/drive_view245.jpg,
247,./dataset/210119_12-16-36_data/imgs/drive_view246.jpg,
248,./dataset/210119_12-16-36_data/imgs/drive_view247.jpg,
249,./dataset/210119_12-16-36_data/imgs/drive_view248.jpg,
250,./dataset/210119_12-16-36_data/imgs/drive_view249.jpg,
251,./dataset/210119_12-16-36_data/imgs/drive_view250.jpg,W
252,./dataset/210119_12-16-36_data/imgs/drive_view251.jpg,W
253,./dataset/210119_12-16-36_data/imgs/drive_view252.jpg,W
254,./dataset/210119_12-16-36_data/imgs/drive_view253.jpg,W
255,./dataset/210119_12-16-36_data/imgs/drive_view254.jpg,W
256,./dataset/210119_12-16-36_data/imgs/drive_view255.jpg,W
257,./dataset/210119_12-16-36_data/imgs/drive_view256.jpg,W
258,./dataset/210119_12-16-36_data/imgs/drive_view257.jpg,W
259,./dataset/210119_12-16-36_data/imgs/drive_view258.jpg,W
260,./dataset/210119_12-16-36_data/imgs/drive_view259.jpg,W
261,./dataset/210119_12-16-36_data/imgs/drive_view260.jpg,W
262,./dataset/210119_12-16-36_data/imgs/drive_view261.jpg,W
263,./dataset/210119_12-16-36_data/imgs/drive_view262.jpg,W
264,./dataset/210119_12-16-36_data/imgs/drive_view263.jpg,W
265,./dataset/210119_12-16-36_data/imgs/drive_view264.jpg,W
266,./dataset/210119_12-16-36_data/imgs/drive_view265.jpg,W
267,./dataset/210119_12-16-36_data/imgs/drive_view266.jpg,W
268,./dataset/210119_12-16-36_data/imgs/drive_view267.jpg,W
269,./dataset/210119_12-16-36_data/imgs/drive_view268.jpg,W
270,./dataset/210119_12-16-36_data/imgs/drive_view269.jpg,
271,./dataset/210119_12-16-36_data/imgs/drive_view270.jpg,W
272,./dataset/210119_12-16-36_data/imgs/drive_view271.jpg,W
273,./dataset/210119_12-16-36_data/imgs/drive_view272.jpg,W
274,./dataset/210119_12-16-36_data/imgs/drive_view273.jpg,W
275,./dataset/210119_12-16-36_data/imgs/drive_view274.jpg,W
276,./dataset/210119_12-16-36_data/imgs/drive_view275.jpg,W
277,./dataset/210119_12-16-36_data/imgs/drive_view276.jpg,W
278,./dataset/210119_12-16-36_data/imgs/drive_view277.jpg,A
279,./dataset/210119_12-16-36_data/imgs/drive_view278.jpg,A
280,./dataset/210119_12-16-36_data/imgs/drive_view279.jpg,A
281,./dataset/210119_12-16-36_data/imgs/drive_view280.jpg,W
282,./dataset/210119_12-16-36_data/imgs/drive_view281.jpg,
283,./dataset/210119_12-16-36_data/imgs/drive_view282.jpg,
284,./dataset/210119_12-16-36_data/imgs/drive_view283.jpg,
285,./dataset/210119_12-16-36_data/imgs/drive_view284.jpg,
286,./dataset/210119_12-16-36_data/imgs/drive_view285.jpg,
287,./dataset/210119_12-16-36_data/imgs/drive_view286.jpg,
288,./dataset/210119_12-16-36_data/imgs/drive_view287.jpg,
289,./dataset/210119_12-16-36_data/imgs/drive_view288.jpg,W
290,./dataset/210119_12-16-36_data/imgs/drive_view289.jpg,W
291,./dataset/210119_12-16-36_data/imgs/drive_view290.jpg,W
292,./dataset/210119_12-16-36_data/imgs/drive_view291.jpg,W
293,./dataset/210119_12-16-36_data/imgs/drive_view292.jpg,W
294,./dataset/210119_12-16-36_data/imgs/drive_view293.jpg,W
295,./dataset/210119_12-16-36_data/imgs/drive_view294.jpg,W
296,./dataset/210119_12-16-36_data/imgs/drive_view295.jpg,W
297,./dataset/210119_12-16-36_data/imgs/drive_view296.jpg,W
298,./dataset/210119_12-16-36_data/imgs/drive_view297.jpg,W
299,./dataset/210119_12-16-36_data/imgs/drive_view298.jpg,W
300,./dataset/210119_12-16-36_data/imgs/drive_view299.jpg,W
301,./dataset/210119_12-16-36_data/imgs/drive_view300.jpg,W
302,./dataset/210119_12-16-36_data/imgs/drive_view301.jpg,W
303,./dataset/210119_12-16-36_data/imgs/drive_view302.jpg,W
304,./dataset/210119_12-16-36_data/imgs/drive_view303.jpg,W
305,./dataset/210119_12-16-36_data/imgs/drive_view304.jpg,W
306,./dataset/210119_12-16-36_data/imgs/drive_view305.jpg,W
307,./dataset/210119_12-16-36_data/imgs/drive_view306.jpg,W
308,./dataset/210119_12-16-36_data/imgs/drive_view307.jpg,W
309,./dataset/210119_12-16-36_data/imgs/drive_view308.jpg,W
310,./dataset/210119_12-16-36_data/imgs/drive_view309.jpg,W
311,./dataset/210119_12-16-36_data/imgs/drive_view310.jpg,W
312,./dataset/210119_12-16-36_data/imgs/drive_view311.jpg,W
313,./dataset/210119_12-16-36_data/imgs/drive_view312.jpg,W
314,./dataset/210119_12-16-36_data/imgs/drive_view313.jpg,W
315,./dataset/210119_12-16-36_data/imgs/drive_view314.jpg,W
316,./dataset/210119_12-16-36_data/imgs/drive_view315.jpg,W
317,./dataset/210119_12-16-36_data/imgs/drive_view316.jpg,W
318,./dataset/210119_12-16-36_data/imgs/drive_view317.jpg,W
319,./dataset/210119_12-16-36_data/imgs/drive_view318.jpg,W
320,./dataset/210119_12-16-36_data/imgs/drive_view319.jpg,W
321,./dataset/210119_12-16-36_data/imgs/drive_view320.jpg,W
322,./dataset/210119_12-16-36_data/imgs/drive_view321.jpg,W
323,./dataset/210119_12-16-36_data/imgs/drive_view322.jpg,W
324,./dataset/210119_12-16-36_data/imgs/drive_view323.jpg,D
325,./dataset/210119_12-16-36_data/imgs/drive_view324.jpg,D
326,./dataset/210119_12-16-36_data/imgs/drive_view325.jpg,W
327,./dataset/210119_12-16-36_data/imgs/drive_view326.jpg,W
328,./dataset/210119_12-16-36_data/imgs/drive_view327.jpg,W
329,./dataset/210119_12-16-36_data/imgs/drive_view328.jpg,W
330,./dataset/210119_12-16-36_data/imgs/drive_view329.jpg,W
331,./dataset/210119_12-16-36_data/imgs/drive_view330.jpg,W
332,./dataset/210119_12-16-36_data/imgs/drive_view331.jpg,W
333,./dataset/210119_12-16-36_data/imgs/drive_view332.jpg,W
334,./dataset/210119_12-16-36_data/imgs/drive_view333.jpg,W
335,./dataset/210119_12-16-36_data/imgs/drive_view334.jpg,W
336,./dataset/210119_12-16-36_data/imgs/drive_view335.jpg,W
337,./dataset/210119_12-16-36_data/imgs/drive_view336.jpg,W
338,./dataset/210119_12-16-36_data/imgs/drive_view337.jpg,W
339,./dataset/210119_12-16-36_data/imgs/drive_view338.jpg,W
340,./dataset/210119_12-16-36_data/imgs/drive_view339.jpg,A
341,./dataset/210119_12-16-36_data/imgs/drive_view340.jpg,A
342,./dataset/210119_12-16-36_data/imgs/drive_view341.jpg,
343,./dataset/210119_12-16-36_data/imgs/drive_view342.jpg,
344,./dataset/210119_12-16-36_data/imgs/drive_view343.jpg,
345,./dataset/210119_12-16-36_data/imgs/drive_view344.jpg,
346,./dataset/210119_12-16-36_data/imgs/drive_view345.jpg,
347,./dataset/210119_12-16-36_data/imgs/drive_view346.jpg,
348,./dataset/210119_12-16-36_data/imgs/drive_view347.jpg,
349,./dataset/210119_12-16-36_data/imgs/drive_view348.jpg,
350,./dataset/210119_12-16-36_data/imgs/drive_view349.jpg,
351,./dataset/210119_12-16-36_data/imgs/drive_view350.jpg,
352,./dataset/210119_12-16-36_data/imgs/drive_view351.jpg,
353,./dataset/210119_12-16-36_data/imgs/drive_view352.jpg,
354,./dataset/210119_12-16-36_data/imgs/drive_view353.jpg,
355,./dataset/210119_12-16-36_data/imgs/drive_view354.jpg,D
356,./dataset/210119_12-16-36_data/imgs/drive_view355.jpg,D
357,./dataset/210119_12-16-36_data/imgs/drive_view356.jpg,
358,./dataset/210119_12-16-36_data/imgs/drive_view357.jpg,
359,./dataset/210119_12-16-36_data/imgs/drive_view358.jpg,
360,./dataset/210119_12-16-36_data/imgs/drive_view359.jpg,
361,./dataset/210119_12-16-36_data/imgs/drive_view360.jpg,
362,./dataset/210119_12-16-36_data/imgs/drive_view361.jpg,W
363,./dataset/210119_12-16-36_data/imgs/drive_view362.jpg,W
364,./dataset/210119_12-16-36_data/imgs/drive_view363.jpg,W
365,./dataset/210119_12-16-36_data/imgs/drive_view364.jpg,A
366,./dataset/210119_12-16-36_data/imgs/drive_view365.jpg,A
367,./dataset/210119_12-16-36_data/imgs/drive_view366.jpg,W
368,./dataset/210119_12-16-36_data/imgs/drive_view367.jpg,
369,./dataset/210119_12-16-36_data/imgs/drive_view368.jpg,
370,./dataset/210119_12-16-36_data/imgs/drive_view369.jpg,
371,./dataset/210119_12-16-36_data/imgs/drive_view370.jpg,
372,./dataset/210119_12-16-36_data/imgs/drive_view371.jpg,
373,./dataset/210119_12-16-36_data/imgs/drive_view372.jpg,
374,./dataset/210119_12-16-36_data/imgs/drive_view373.jpg,
375,./dataset/210119_12-16-36_data/imgs/drive_view374.jpg,
376,./dataset/210119_12-16-36_data/imgs/drive_view375.jpg,
377,./dataset/210119_12-16-36_data/imgs/drive_view376.jpg,
378,./dataset/210119_12-16-36_data/imgs/drive_view377.jpg,
379,./dataset/210119_12-16-36_data/imgs/drive_view378.jpg,W
380,./dataset/210119_12-16-36_data/imgs/drive_view379.jpg,W
381,./dataset/210119_12-16-36_data/imgs/drive_view380.jpg,W
382,./dataset/210119_12-16-36_data/imgs/drive_view381.jpg,
383,./dataset/210119_12-16-36_data/imgs/drive_view382.jpg,
384,./dataset/210119_12-16-36_data/imgs/drive_view383.jpg,W
385,./dataset/210119_12-16-36_data/imgs/drive_view384.jpg,W
386,./dataset/210119_12-16-36_data/imgs/drive_view385.jpg,W
387,./dataset/210119_12-16-36_data/imgs/drive_view386.jpg,W
388,./dataset/210119_12-16-36_data/imgs/drive_view387.jpg,W
389,./dataset/210119_12-16-36_data/imgs/drive_view388.jpg,W
390,./dataset/210119_12-16-36_data/imgs/drive_view389.jpg,W
391,./dataset/210119_12-16-36_data/imgs/drive_view390.jpg,W
392,./dataset/210119_12-16-36_data/imgs/drive_view391.jpg,W
393,./dataset/210119_12-16-36_data/imgs/drive_view392.jpg,W
394,./dataset/210119_12-16-36_data/imgs/drive_view393.jpg,W
395,./dataset/210119_12-16-36_data/imgs/drive_view394.jpg,W
396,./dataset/210119_12-16-36_data/imgs/drive_view395.jpg,W
397,./dataset/210119_12-16-36_data/imgs/drive_view396.jpg,W
398,./dataset/210119_12-16-36_data/imgs/drive_view397.jpg,W
399,./dataset/210119_12-16-36_data/imgs/drive_view398.jpg,W
400,./dataset/210119_12-16-36_data/imgs/drive_view399.jpg,W
401,./dataset/210119_12-16-36_data/imgs/drive_view400.jpg,W
402,./dataset/210119_12-16-36_data/imgs/drive_view401.jpg,
403,./dataset/210119_12-16-36_data/imgs/drive_view402.jpg,
404,./dataset/210119_12-16-36_data/imgs/drive_view403.jpg,
405,./dataset/210119_12-16-36_data/imgs/drive_view404.jpg,
406,./dataset/210119_12-16-36_data/imgs/drive_view405.jpg,
407,./dataset/210119_12-16-36_data/imgs/drive_view406.jpg,
408,./dataset/210119_12-16-36_data/imgs/drive_view407.jpg,
409,./dataset/210119_12-16-36_data/imgs/drive_view408.jpg,
410,./dataset/210119_12-16-36_data/imgs/drive_view409.jpg,
411,./dataset/210119_12-16-36_data/imgs/drive_view410.jpg,
412,./dataset/210119_12-16-36_data/imgs/drive_view411.jpg,
413,./dataset/210119_12-16-36_data/imgs/drive_view412.jpg,
414,./dataset/210119_12-16-36_data/imgs/drive_view413.jpg,
